,ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
164,159,"<a href=""/en/players/debe38a0/John-Egan""John Egan","<a href=""/en/country/IRL/Republic-of-Ireland-Football""<span style=""white-space: nowrap""<span class=""f-i f-ie"" style=""""ie",DF,"<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",31-134,1992,6,6,482,5.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,0,5,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,"<a href=""/en/players/debe38a0/matchlogs/2023-2024/summary/John-Egan-Match-Logs""Matches"
165,160,"<a href=""/en/players/3d554589/Hjalmar-Ekdal""Hjalmar Ekdal","<a href=""/en/country/SWE/Sweden-Football""<span style=""white-space: nowrap""<span class=""f-i f-se"" style=""""se",DF,"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",25-133,1998,6,4,325,3.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,2,9,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,"<a href=""/en/players/3d554589/matchlogs/2023-2024/summary/Hjalmar-Ekdal-Match-Logs""Matches"
166,161,"<a href=""/en/players/2fba6108/Anthony-Elanga""Anthony Elanga","<a href=""/en/country/SWE/Sweden-Football""<span style=""white-space: nowrap""<span class=""f-i f-se"" style=""""se",FW,"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",21-310,2002,25,18,"1,723",19.1,5,7,12,5,0,0,1,0,5.2,5.2,5.6,10.7,71,33,150,0.26,0.37,0.63,0.26,0.63,0.27,0.29,0.56,0.27,0.56,"<a href=""/en/players/2fba6108/matchlogs/2023-2024/summary/Anthony-Elanga-Match-Logs""Matches"
167,162,"<a href=""/en/players/b9e1436c/Harvey-Elliott""Harvey Elliott","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","MF,FW","<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",20-333,2003,22,4,673,7.5,2,2,4,2,0,0,1,0,1.2,1.2,2.0,3.2,27,58,48,0.27,0.27,0.53,0.27,0.53,0.16,0.27,0.43,0.16,0.43,"<a href=""/en/players/b9e1436c/matchlogs/2023-2024/summary/Harvey-Elliott-Match-Logs""Matches"
168,163,"<a href=""/en/players/47a34c4f/Mohamed-Elneny""Mohamed Elneny","<a href=""/en/country/EGY/Egypt-Football""<span style=""white-space: nowrap""<span class=""f-i f-eg"" style=""""eg",MF,"<a href=""/en/squads/18bb7c10/Arsenal-Stats""Arsenal",31-235,1992,3,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,"<a href=""/en/players/47a34c4f/matchlogs/2023-2024/summary/Mohamed-Elneny-Match-Logs""Matches"
169,164,"<a href=""/en/players/df8b52a5/Emerson""Emerson","<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",DF,"<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",25-048,1999,17,8,869,9.7,1,0,1,1,0,0,3,0,0.2,0.2,0.4,0.6,17,39,22,0.10,0.00,0.10,0.10,0.10,0.02,0.04,0.06,0.02,0.06,"<a href=""/en/players/df8b52a5/matchlogs/2023-2024/summary/Emerson-Match-Logs""Matches"
170,165,"<a href=""/en/players/c149016b/Wataru-Endo""Wataru Endo","<a href=""/en/country/JPN/Japan-Football""<span style=""white-space: nowrap""<span class=""f-i f-jp"" style=""""jp",MF,"<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",31-022,1993,18,11,973,10.8,1,0,1,1,0,0,7,0,0.3,0.3,1.6,1.9,6,52,14,0.09,0.00,0.09,0.09,0.09,0.03,0.15,0.18,0.03,0.18,"<a href=""/en/players/c149016b/matchlogs/2023-2024/summary/Wataru-Endo-Match-Logs""Matches"
171,166,"<a href=""/en/players/980522ec/Christian-Eriksen""Christian Eriksen","<a href=""/en/country/DEN/Denmark-Football""<span style=""white-space: nowrap""<span class=""f-i f-dk"" style=""""dk",MF,"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",32-017,1992,16,9,887,9.9,1,1,2,1,0,0,1,0,0.7,0.7,1.8,2.5,18,53,19,0.10,0.10,0.20,0.10,0.20,0.07,0.18,0.25,0.07,0.25,"<a href=""/en/players/980522ec/matchlogs/2023-2024/summary/Christian-Eriksen-Match-Logs""Matches"
172,167,"<a href=""/en/players/1a066e69/Maxime-Esteve""Maxime Estève","<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr",DF,"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",21-281,2002,4,3,275,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/1a066e69/matchlogs/2023-2024/summary/Maxime-Esteve-Match-Logs""Matches"
173,168,"<a href=""/en/players/d38fdf53/Pervis-Estupinan""Pervis Estupiñán","<a href=""/en/country/ECU/Ecuador-Football""<span style=""white-space: nowrap""<span class=""f-i f-ec"" style=""""ec",DF,"<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",26-041,1998,14,10,887,9.9,2,3,5,2,0,0,3,0,0.9,0.9,3.2,4.1,34,67,60,0.20,0.30,0.51,0.20,0.51,0.09,0.33,0.42,0.09,0.42,"<a href=""/en/players/d38fdf53/matchlogs/2023-2024/summary/Pervis-Estupinan-Match-Logs""Matches"
174,169,"<a href=""/en/players/f8fcd2a5/Jonny-Evans""Jonny Evans","<a href=""/en/country/NIR/Northern-Ireland-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-nir"" style=""""nir",DF,"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",36-059,1988,16,10,930,10.3,0,1,1,0,0,0,2,0,0.1,0.1,0.8,0.9,5,28,1,0.00,0.10,0.10,0.00,0.10,0.01,0.08,0.09,0.01,0.09,"<a href=""/en/players/f8fcd2a5/matchlogs/2023-2024/summary/Jonny-Evans-Match-Logs""Matches"
175,170,"<a href=""/en/players/ae4fc6a4/Eberechi-Eze""Eberechi Eze","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","MF,FW","<a href=""/en/squads/47c64c55/Crystal-Palace-Stats""Crystal Palace",25-247,1998,16,13,"1,161",12.9,5,1,6,4,1,1,2,0,4.8,4.1,2.3,6.4,38,54,69,0.39,0.08,0.47,0.31,0.39,0.38,0.18,0.55,0.31,0.49,"<a href=""/en/players/ae4fc6a4/matchlogs/2023-2024/summary/Eberechi-Eze-Match-Logs""Matches"
176,171,"<a href=""/en/players/9328b835/Lukasz-Fabianski""Łukasz Fabiański","<a href=""/en/country/POL/Poland-Football""<span style=""white-space: nowrap""<span class=""f-i f-pl"" style=""""pl",GK,"<a href=""/en/squads/7c21e445/West-Ham-United-Stats""West Ham",38-319,1985,5,3,316,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/9328b835/matchlogs/2023-2024/summary/Lukasz-Fabianski-Match-Logs""Matches"
177,172,"<a href=""/en/players/745ca0a3/Romain-Faivre""Romain Faivre","<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr","MF,DF","<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",25-232,1998,3,0,18,0.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,3,1,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.71,0.71,0.71,"<a href=""/en/players/745ca0a3/matchlogs/2023-2024/summary/Romain-Faivre-Match-Logs""Matches"
178,173,"<a href=""/en/players/0ba976e4/Ansu-Fati""Ansu Fati","<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es","MF,FW","<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",21-123,2002,13,2,372,4.1,2,0,2,2,0,0,1,0,3.0,3.0,0.6,3.7,13,24,33,0.48,0.00,0.48,0.48,0.48,0.73,0.15,0.89,0.73,0.89,"<a href=""/en/players/0ba976e4/matchlogs/2023-2024/summary/Ansu-Fati-Match-Logs""Matches"
179,174,"<a href=""/en/players/51a3c4c8/Felipe""Felipe","<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",DF,"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",34-291,1989,5,3,269,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,1,3,0,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,"<a href=""/en/players/51a3c4c8/matchlogs/2023-2024/summary/Felipe-Match-Logs""Matches"
180,175,"<a href=""/en/players/4596da74/Evan-Ferguson""Evan Ferguson","<a href=""/en/country/IRL/Republic-of-Ireland-Football""<span style=""white-space: nowrap""<span class=""f-i f-ie"" style=""""ie",FW,"<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",19-135,2004,24,13,"1,210",13.4,6,0,6,6,0,0,1,0,3.8,3.8,0.5,4.4,11,14,51,0.45,0.00,0.45,0.45,0.45,0.29,0.04,0.33,0.29,0.33,"<a href=""/en/players/4596da74/matchlogs/2023-2024/summary/Evan-Ferguson-Match-Logs""Matches"
181,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
182,176,"<a href=""/en/players/507c7bdf/Bruno-Fernandes""Bruno Fernandes","<a href=""/en/country/POR/Portugal-Football""<span style=""white-space: nowrap""<span class=""f-i f-pt"" style=""""pt","MF,FW","<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",29-176,1994,25,25,"2,250",25.0,3,5,8,2,1,2,8,0,6.2,4.6,7.6,12.2,47,214,125,0.12,0.20,0.32,0.08,0.28,0.25,0.30,0.55,0.18,0.49,"<a href=""/en/players/507c7bdf/matchlogs/2023-2024/summary/Bruno-Fernandes-Match-Logs""Matches"
183,177,"<a href=""/en/players/5ff4ab71/Enzo-Fernandez""Enzo Fernández","<a href=""/en/country/ARG/Argentina-Football""<span style=""white-space: nowrap""<span class=""f-i f-ar"" style=""""ar",MF,"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",23-045,2001,22,20,"1,713",19.0,3,0,3,2,1,2,6,0,5.6,4.0,1.9,5.9,45,158,46,0.16,0.00,0.16,0.11,0.11,0.29,0.10,0.39,0.21,0.31,"<a href=""/en/players/5ff4ab71/matchlogs/2023-2024/summary/Enzo-Fernandez-Match-Logs""Matches"
184,178,"<a href=""/en/players/b63e789d/John-Fleck""John Fleck","<a href=""/en/country/SCO/Scotland-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-sct"" style=""""sct","MF,DF","<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",32-191,1991,4,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,2,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.44,0.00,0.44,"<a href=""/en/players/b63e789d/matchlogs/2023-2024/summary/John-Fleck-Match-Logs""Matches"
185,179,"<a href=""/en/players/a92ab7be/Mark-Flekken""Mark Flekken","<a href=""/en/country/NED/Netherlands-Football""<span style=""white-space: nowrap""<span class=""f-i f-nl"" style=""""nl",GK,"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",30-263,1993,25,25,"2,205",24.5,0,1,1,0,0,0,3,0,0.0,0.0,0.2,0.2,0,3,0,0.00,0.04,0.04,0.00,0.04,0.00,0.01,0.01,0.00,0.01,"<a href=""/en/players/a92ab7be/matchlogs/2023-2024/summary/Mark-Flekken-Match-Logs""Matches"
186,180,"<a href=""/en/players/ed1e53f3/Phil-Foden""Phil Foden","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","FW,MF","<a href=""/en/squads/b8fd03ef/Manchester-City-Stats""Manchester City",23-279,2000,26,24,"2,130",23.7,9,7,16,9,0,0,1,0,7.2,7.2,5.3,12.5,72,122,188,0.38,0.30,0.68,0.38,0.68,0.30,0.22,0.53,0.30,0.53,"<a href=""/en/players/ed1e53f3/matchlogs/2023-2024/summary/Phil-Foden-Match-Logs""Matches"
187,181,"<a href=""/en/players/96cf7b61/Wes-Foderingham""Wes Foderingham","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",GK,"<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",33-048,1991,25,24,"2,199",24.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/96cf7b61/matchlogs/2023-2024/summary/Wes-Foderingham-Match-Logs""Matches"
188,182,"<a href=""/en/players/82927de4/Pablo-Fornals""Pablo Fornals","<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es","MF,FW","<a href=""/en/squads/7c21e445/West-Ham-United-Stats""West Ham",28-009,1996,15,4,426,4.7,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,4,29,27,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.13,0.07,0.13,"<a href=""/en/players/82927de4/matchlogs/2023-2024/summary/Pablo-Fornals-Match-Logs""Matches"
189,183,"<a href=""/en/players/1b9728b0/Omari-Forson""Omari Forson","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",FW,"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",19-226,2004,2,1,57,0.6,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,1,2,2,0.00,1.58,1.58,0.00,1.58,0.04,0.28,0.33,0.04,0.33,"<a href=""/en/players/1b9728b0/matchlogs/2023-2024/summary/Omari-Forson-Match-Logs""Matches"
190,184,"<a href=""/en/players/f84a807c/Lyle-Foster""Lyle Foster","<a href=""/en/country/RSA/South-Africa-Football""<span style=""white-space: nowrap""<span class=""f-i f-za"" style=""""za",FW,"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",23-181,2000,14,13,"1,128",12.5,4,3,7,4,0,0,0,1,2.0,2.0,1.3,3.4,32,16,50,0.32,0.24,0.56,0.32,0.56,0.16,0.10,0.27,0.16,0.27,"<a href=""/en/players/f84a807c/matchlogs/2023-2024/summary/Lyle-Foster-Match-Logs""Matches"
191,185,"<a href=""/en/players/077faf72/Matheus-Franca""Matheus França","<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br","MF,FW","<a href=""/en/squads/47c64c55/Crystal-Palace-Stats""Crystal Palace",19-336,2004,9,1,207,2.3,0,1,1,0,0,0,1,0,0.4,0.4,0.9,1.2,12,8,12,0.00,0.43,0.43,0.00,0.43,0.16,0.39,0.54,0.16,0.54,"<a href=""/en/players/077faf72/matchlogs/2023-2024/summary/Matheus-Franca-Match-Logs""Matches"
192,186,"<a href=""/en/players/00b77ecf/Nathan-Fraser""Nathan Fraser","<a href=""/en/country/IRL/Republic-of-Ireland-Football""<span style=""white-space: nowrap""<span class=""f-i f-ie"" style=""""ie",FW,"<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",19-009,2005,2,0,54,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,"<a href=""/en/players/00b77ecf/matchlogs/2023-2024/summary/Nathan-Fraser-Match-Logs""Matches"
193,187,"<a href=""/en/players/1971591f/Cody-Gakpo""Cody Gakpo","<a href=""/en/country/NED/Netherlands-Football""<span style=""white-space: nowrap""<span class=""f-i f-nl"" style=""""nl","FW,MF","<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",24-300,1999,24,11,"1,065",11.8,5,3,8,5,0,0,0,0,5.9,5.9,0.7,6.7,25,51,79,0.42,0.25,0.68,0.42,0.68,0.50,0.06,0.56,0.50,0.56,"<a href=""/en/players/1971591f/matchlogs/2023-2024/summary/Cody-Gakpo-Match-Logs""Matches"
194,188,"<a href=""/en/players/c2731c10/Conor-Gallagher""Conor Gallagher","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",MF,"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",24-025,2000,24,24,"2,002",22.2,2,4,6,2,0,0,6,1,2.3,2.3,3.2,5.5,39,126,79,0.09,0.18,0.27,0.09,0.27,0.10,0.14,0.25,0.10,0.25,"<a href=""/en/players/c2731c10/matchlogs/2023-2024/summary/Conor-Gallagher-Match-Logs""Matches"
195,189,"<a href=""/en/players/72c812f3/Idrissa-Gana-Gueye""Idrissa Gana Gueye","<a href=""/en/country/SEN/Senegal-Football""<span style=""white-space: nowrap""<span class=""f-i f-sn"" style=""""sn",MF,"<a href=""/en/squads/d3fd31cc/Everton-Stats""Everton",34-158,1989,18,17,"1,303",14.5,1,0,1,1,0,0,7,0,1.1,1.1,0.7,1.8,20,55,32,0.07,0.00,0.07,0.07,0.07,0.07,0.05,0.12,0.07,0.12,"<a href=""/en/players/72c812f3/matchlogs/2023-2024/summary/Idrissa-Gana-Gueye-Match-Logs""Matches"
196,190,"<a href=""/en/players/7aa8adfe/Alejandro-Garnacho""Alejandro Garnacho","<a href=""/en/country/ARG/Argentina-Football""<span style=""white-space: nowrap""<span class=""f-i f-ar"" style=""""ar",FW,"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",19-245,2004,24,18,"1,604",17.8,5,3,8,5,0,0,4,0,5.4,5.3,4.4,9.7,115,43,180,0.28,0.17,0.45,0.28,0.45,0.30,0.25,0.55,0.30,0.54,"<a href=""/en/players/7aa8adfe/matchlogs/2023-2024/summary/Alejandro-Garnacho-Match-Logs""Matches"
197,191,"<a href=""/en/players/4e015693/James-Garner""James Garner","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",MF,"<a href=""/en/squads/d3fd31cc/Everton-Stats""Everton",22-355,2001,25,24,"2,147",23.9,1,1,2,1,0,0,5,0,2.1,2.1,3.2,5.3,22,78,48,0.04,0.04,0.08,0.04,0.08,0.09,0.13,0.22,0.09,0.22,"<a href=""/en/players/4e015693/matchlogs/2023-2024/summary/James-Garner-Match-Logs""Matches"
198,192,"<a href=""/en/players/f7b1d4e0/Saman-Ghoddos""Saman Ghoddos","<a href=""/en/country/IRN/Iran-Football""<span style=""white-space: nowrap""<span class=""f-i f-ir"" style=""""ir",DF,"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",30-178,1993,16,7,706,7.8,1,0,1,1,0,0,5,0,0.3,0.3,1.1,1.4,20,32,30,0.13,0.00,0.13,0.13,0.13,0.04,0.14,0.18,0.04,0.18,"<a href=""/en/players/f7b1d4e0/matchlogs/2023-2024/summary/Saman-Ghoddos-Match-Logs""Matches"
199,193,"<a href=""/en/players/32f60ed8/Morgan-Gibbs-White""Morgan Gibbs-White","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","MF,FW","<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",24-035,2000,25,23,"2,126",23.6,3,4,7,2,1,1,6,0,4.6,3.8,4.6,8.4,55,103,127,0.13,0.17,0.30,0.08,0.25,0.19,0.19,0.39,0.16,0.35,"<a href=""/en/players/32f60ed8/matchlogs/2023-2024/summary/Morgan-Gibbs-White-Match-Logs""Matches"
200,194,"<a href=""/en/players/7b5ab7f2/Bryan-Gil""Bryan Gil","<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es","FW,MF","<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",23-020,2001,10,2,196,2.2,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.9,9,11,42,0.00,0.00,0.00,0.00,0.00,0.33,0.06,0.39,0.33,0.39,"<a href=""/en/players/7b5ab7f2/matchlogs/2023-2024/summary/Bryan-Gil-Match-Logs""Matches"
201,195,"<a href=""/en/players/d91f104d/Alfie-Gilchrist""Alfie Gilchrist","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","DF,FW","<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",20-095,2003,5,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/d91f104d/matchlogs/2023-2024/summary/Alfie-Gilchrist-Match-Logs""Matches"
202,196,"<a href=""/en/players/df10e27c/Billy-Gilmour""Billy Gilmour","<a href=""/en/country/SCO/Scotland-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-sct"" style=""""sct",MF,"<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",22-265,2001,25,20,"1,778",19.8,0,1,1,0,0,0,5,1,0.9,0.9,2.0,2.9,33,165,32,0.00,0.05,0.05,0.00,0.05,0.04,0.10,0.15,0.04,0.15,"<a href=""/en/players/df10e27c/matchlogs/2023-2024/summary/Billy-Gilmour-Match-Logs""Matches"
203,197,"<a href=""/en/players/9f7c837d/Ben-Godfrey""Ben Godfrey","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/d3fd31cc/Everton-Stats""Everton",26-047,1998,7,6,490,5.4,0,0,0,0,0,0,2,0,0.9,0.9,0.2,1.2,5,19,8,0.00,0.00,0.00,0.00,0.00,0.17,0.04,0.21,0.17,0.21,"<a href=""/en/players/9f7c837d/matchlogs/2023-2024/summary/Ben-Godfrey-Match-Logs""Matches"
204,198,"<a href=""/en/players/1961b2aa/Andre-Gomes""André Gomes","<a href=""/en/country/POR/Portugal-Football""<span style=""white-space: nowrap""<span class=""f-i f-pt"" style=""""pt",MF,"<a href=""/en/squads/d3fd31cc/Everton-Stats""Everton",30-216,1993,3,1,159,1.8,1,0,1,1,0,0,2,0,0.1,0.1,0.4,0.5,1,10,14,0.57,0.00,0.57,0.57,0.57,0.04,0.22,0.26,0.04,0.26,"<a href=""/en/players/1961b2aa/matchlogs/2023-2024/summary/Andre-Gomes-Match-Logs""Matches"
205,199,"<a href=""/en/players/8b57ad2c/Joao-Gomes""João Gomes","<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",MF,"<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",23-019,2001,23,21,"1,725",19.2,2,1,3,2,0,0,6,0,1.1,1.1,0.9,2.0,12,68,21,0.10,0.05,0.16,0.10,0.16,0.06,0.05,0.10,0.06,0.10,"<a href=""/en/players/8b57ad2c/matchlogs/2023-2024/summary/Joao-Gomes-Match-Logs""Matches"
206,200,"<a href=""/en/players/f0caab96/Toti-Gomes""Toti Gomes","<a href=""/en/country/POR/Portugal-Football""<span style=""white-space: nowrap""<span class=""f-i f-pt"" style=""""pt",DF,"<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",25-046,1999,23,20,"1,770",19.7,0,2,2,0,0,0,3,0,0.9,0.9,0.8,1.7,14,62,7,0.00,0.10,0.10,0.00,0.10,0.04,0.04,0.09,0.04,0.09,"<a href=""/en/players/f0caab96/matchlogs/2023-2024/summary/Toti-Gomes-Match-Logs""Matches"
207,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
208,201,"<a href=""/en/players/7a11550b/Joe-Gomez""Joe Gomez","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",26-284,1997,22,12,"1,272",14.1,0,1,1,0,0,0,4,0,0.5,0.5,0.9,1.4,29,63,83,0.00,0.07,0.07,0.00,0.07,0.04,0.06,0.10,0.04,0.10,"<a href=""/en/players/7a11550b/matchlogs/2023-2024/summary/Joe-Gomez-Match-Logs""Matches"
209,202,"<a href=""/en/players/01e5f06e/Sergio-Gomez""Sergio Gómez","<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es",FW,"<a href=""/en/squads/b8fd03ef/Manchester-City-Stats""Manchester City",23-180,2000,3,0,20,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,3,1,2,0.00,4.50,4.50,0.00,4.50,0.00,0.85,0.85,0.00,0.85,"<a href=""/en/players/01e5f06e/matchlogs/2023-2024/summary/Sergio-Gomez-Match-Logs""Matches"
210,203,"<a href=""/en/players/2bd83368/Anthony-Gordon""Anthony Gordon","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",FW,"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",23-007,2001,25,24,"2,063",22.9,8,5,13,7,1,1,8,0,7.4,6.6,4.2,10.9,89,66,156,0.35,0.22,0.57,0.31,0.52,0.32,0.19,0.51,0.29,0.48,"<a href=""/en/players/2bd83368/matchlogs/2023-2024/summary/Anthony-Gordon-Match-Logs""Matches"
211,204,"<a href=""/en/players/19a9cb70/Kaide-Gordon""Kaide Gordon","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",FW,"<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",19-149,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/19a9cb70/matchlogs/2023-2024/summary/Kaide-Gordon-Match-Logs""Matches"
