,0
0.35,xg_xg_assist_per90
0.14,npxg_per90
0.35,npxg_xg_assist_per90
"<a href=""/en/players/99127249/matchlogs/2023-2024/summary/Antony-Match-Logs""Matches",matches
28,ranker
"<a href=""/en/players/05e8ca6d/Cameron-Archer""Cameron Archer",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
"FW,MF",position
"<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",team
22-224,age
2001,birth_year
21,games
16,games_starts
"1,449",minutes
16.1,minutes_90s
4,goals
0,assists
4,goals_assists
4,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
3.9,xg
3.9,npxg
1.7,xg_assist
5.6,npxg_xg_assist
27,progressive_carries
12,progressive_passes
81,progressive_passes_received
0.25,goals_per90
0.00,assists_per90
0.25,goals_assists_per90
0.25,goals_pens_per90
0.25,goals_assists_pens_per90
0.24,xg_per90
0.10,xg_assist_per90
0.35,xg_xg_assist_per90
0.24,npxg_per90
0.35,npxg_xg_assist_per90
"<a href=""/en/players/05e8ca6d/matchlogs/2023-2024/summary/Cameron-Archer-Match-Logs""Matches",matches
29,ranker
"<a href=""/en/players/05e8ca6d/Cameron-Archer""Cameron Archer",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
MF,position
"<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",team
22-224,age
2001,birth_year
1,games
0,games_starts
6,minutes
0.1,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
1,progressive_carries
0,progressive_passes
0,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/05e8ca6d/matchlogs/2023-2024/summary/Cameron-Archer-Match-Logs""Matches",matches
30,ranker
"<a href=""/en/players/2f965a72/Alphonse-Areola""Alphonse Areola",player
"<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr",nationality
GK,position
"<a href=""/en/squads/7c21e445/West-Ham-United-Stats""West Ham",team
31-003,age
1993,birth_year
23,games
23,games_starts
"2,024",minutes
22.5,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
0,progressive_carries
1,progressive_passes
0,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/2f965a72/matchlogs/2023-2024/summary/Alphonse-Areola-Match-Logs""Matches",matches
31,ranker
"<a href=""/en/players/b026bbf6/Lorenz-Assignon""Lorenz Assignon",player
"<a href=""/en/country/TOG/Togo-Football""<span style=""white-space: nowrap""<span class=""f-i f-tg"" style=""""tg",nationality
DF,position
"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",team
23-253,age
2000,birth_year
4,games
4,games_starts
347,minutes
3.9,minutes_90s
0,goals
1,assists
1,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.9,xg_assist
1.0,npxg_xg_assist
5,progressive_carries
3,progressive_passes
9,progressive_passes_received
0.00,goals_per90
0.26,assists_per90
0.26,goals_assists_per90
0.00,goals_pens_per90
0.26,goals_assists_pens_per90
0.01,xg_per90
0.24,xg_assist_per90
0.25,xg_xg_assist_per90
0.01,npxg_per90
0.25,npxg_xg_assist_per90
"<a href=""/en/players/b026bbf6/matchlogs/2023-2024/summary/Lorenz-Assignon-Match-Logs""Matches",matches
32,ranker
"<a href=""/en/players/5c2b4f07/Serge-Aurier""Serge Aurier",player
"<a href=""/en/country/CIV/Cote-dIvoire-Football""<span style=""white-space: nowrap""<span class=""f-i f-ci"" style=""""ci",nationality
"DF,MF",position
"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",team
31-068,age
1992,birth_year
12,games
10,games_starts
833,minutes
9.3,minutes_90s
0,goals
2,assists
2,goals_assists
0,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
0.2,xg
0.2,npxg
0.5,xg_assist
0.6,npxg_xg_assist
10,progressive_carries
47,progressive_passes
29,progressive_passes_received
0.00,goals_per90
0.22,assists_per90
0.22,goals_assists_per90
0.00,goals_pens_per90
0.22,goals_assists_pens_per90
0.02,xg_per90
0.05,xg_assist_per90
0.07,xg_xg_assist_per90
0.02,npxg_per90
0.07,npxg_xg_assist_per90
"<a href=""/en/players/5c2b4f07/matchlogs/2023-2024/summary/Serge-Aurier-Match-Logs""Matches",matches
33,ranker
"<a href=""/en/players/e5478b87/Taiwo-Awoniyi""Taiwo Awoniyi",player
"<a href=""/en/country/NGA/Nigeria-Football""<span style=""white-space: nowrap""<span class=""f-i f-ng"" style=""""ng",nationality
FW,position
"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",team
26-202,age
1997,birth_year
15,games
12,games_starts
979,minutes
10.9,minutes_90s
6,goals
3,assists
9,goals_assists
6,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
4.7,xg
4.7,npxg
1.7,xg_assist
6.4,npxg_xg_assist
8,progressive_carries
13,progressive_passes
41,progressive_passes_received
0.55,goals_per90
0.28,assists_per90
0.83,goals_assists_per90
0.55,goals_pens_per90
0.83,goals_assists_pens_per90
0.43,xg_per90
0.16,xg_assist_per90
0.59,xg_xg_assist_per90
0.43,npxg_per90
0.59,npxg_xg_assist_per90
"<a href=""/en/players/e5478b87/matchlogs/2023-2024/summary/Taiwo-Awoniyi-Match-Logs""Matches",matches
34,ranker
"<a href=""/en/players/da052c14/Jordan-Ayew""Jordan Ayew",player
"<a href=""/en/country/GHA/Ghana-Football""<span style=""white-space: nowrap""<span class=""f-i f-gh"" style=""""gh",nationality
"FW,MF",position
"<a href=""/en/squads/47c64c55/Crystal-Palace-Stats""Crystal Palace",team
32-172,age
1991,birth_year
24,games
23,games_starts
"1,995",minutes
22.2,minutes_90s
4,goals
6,assists
10,goals_assists
4,goals_pens
0,pens_made
0,pens_att
8,cards_yellow
1,cards_red
3.3,xg
3.3,npxg
3.9,xg_assist
7.3,npxg_xg_assist
64,progressive_carries
57,progressive_passes
151,progressive_passes_received
0.18,goals_per90
0.27,assists_per90
0.45,goals_assists_per90
0.18,goals_pens_per90
0.45,goals_assists_pens_per90
0.15,xg_per90
0.18,xg_assist_per90
0.33,xg_xg_assist_per90
0.15,npxg_per90
0.33,npxg_xg_assist_per90
"<a href=""/en/players/da052c14/matchlogs/2023-2024/summary/Jordan-Ayew-Match-Logs""Matches",matches
35,ranker
"<a href=""/en/players/06df8256/Benoit-Badiashile""Benoît Badiashile",player
"<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr",nationality
DF,position
"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",team
22-341,age
2001,birth_year
8,games
6,games_starts
560,minutes
6.2,minutes_90s
0,goals
1,assists
1,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.1,xg
0.1,npxg
0.5,xg_assist
0.7,npxg_xg_assist
1,progressive_carries
25,progressive_passes
1,progressive_passes_received
0.00,goals_per90
0.16,assists_per90
0.16,goals_assists_per90
0.00,goals_pens_per90
0.16,goals_assists_pens_per90
0.02,xg_per90
0.09,xg_assist_per90
0.11,xg_xg_assist_per90
0.02,npxg_per90
0.11,npxg_xg_assist_per90
"<a href=""/en/players/06df8256/matchlogs/2023-2024/summary/Benoit-Badiashile-Match-Logs""Matches",matches
36,ranker
"<a href=""/en/players/3a233281/Leon-Bailey""Leon Bailey",player
"<a href=""/en/country/JAM/Jamaica-Football""<span style=""white-space: nowrap""<span class=""f-i f-jm"" style=""""jm",nationality
"MF,FW",position
"<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",team
26-205,age
1997,birth_year
24,games
13,games_starts
"1,256",minutes
14.0,minutes_90s
8,goals
7,assists
15,goals_assists
8,goals_pens
0,pens_made
0,pens_att
3,cards_yellow
0,cards_red
4.4,xg
4.4,npxg
6.0,xg_assist
10.4,npxg_xg_assist
71,progressive_carries
44,progressive_passes
154,progressive_passes_received
0.57,goals_per90
0.50,assists_per90
1.07,goals_assists_per90
0.57,goals_pens_per90
1.07,goals_assists_pens_per90
0.32,xg_per90
0.43,xg_assist_per90
0.75,xg_xg_assist_per90
0.32,npxg_per90
0.75,npxg_xg_assist_per90
"<a href=""/en/players/3a233281/matchlogs/2023-2024/summary/Leon-Bailey-Match-Logs""Matches",matches
37,ranker
"<a href=""/en/players/394854c4/George-Baldock""George Baldock",player
"<a href=""/en/country/GRE/Greece-Football""<span style=""white-space: nowrap""<span class=""f-i f-gr"" style=""""gr",nationality
DF,position
"<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",team
30-358,age
1993,birth_year
11,games
10,games_starts
834,minutes
9.3,minutes_90s
0,goals
1,assists
1,goals_assists
0,goals_pens
0,pens_made
0,pens_att
4,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.7,xg_assist
0.7,npxg_xg_assist
8,progressive_carries
30,progressive_passes
24,progressive_passes_received
0.00,goals_per90
0.11,assists_per90
0.11,goals_assists_per90
0.00,goals_pens_per90
0.11,goals_assists_pens_per90
0.00,xg_per90
0.08,xg_assist_per90
0.08,xg_xg_assist_per90
0.00,npxg_per90
0.08,npxg_xg_assist_per90
"<a href=""/en/players/394854c4/matchlogs/2023-2024/summary/George-Baldock-Match-Logs""Matches",matches
38,ranker
"<a href=""/en/players/a1390d2f/Carlos-Baleba""Carlos Baleba",player
"<a href=""/en/country/CMR/Cameroon-Football""<span style=""white-space: nowrap""<span class=""f-i f-cm"" style=""""cm",nationality
MF,position
"<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",team
20-058,age
2004,birth_year
15,games
7,games_starts
597,minutes
6.6,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
4,cards_yellow
0,cards_red
0.4,xg
0.4,npxg
0.1,xg_assist
0.5,npxg_xg_assist
4,progressive_carries
27,progressive_passes
2,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.06,xg_per90
0.02,xg_assist_per90
0.08,xg_xg_assist_per90
0.06,npxg_per90
0.08,npxg_xg_assist_per90
"<a href=""/en/players/a1390d2f/matchlogs/2023-2024/summary/Carlos-Baleba-Match-Logs""Matches",matches
39,ranker
"<a href=""/en/players/f449640d/Fode-Ballo-Toure""Fodé Ballo-Touré",player
"<a href=""/en/country/SEN/Senegal-Football""<span style=""white-space: nowrap""<span class=""f-i f-sn"" style=""""sn",nationality
"DF,MF",position
"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",team
27-058,age
1997,birth_year
5,games
0,games_starts
58,minutes
0.6,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
5,progressive_carries
0,progressive_passes
4,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/f449640d/matchlogs/2023-2024/summary/Fode-Ballo-Toure-Match-Logs""Matches",matches
40,ranker
"<a href=""/en/players/2886c9b5/Shandon-Baptiste""Shandon Baptiste",player
"<a href=""/en/country/GRN/Grenada-Football""<span style=""white-space: nowrap""<span class=""f-i f-gd"" style=""""gd",nationality
MF,position
"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",team
25-328,age
1998,birth_year
9,games
2,games_starts
218,minutes
2.4,minutes_90s
1,goals
0,assists
1,goals_assists
1,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.9,xg
0.9,npxg
0.1,xg_assist
1.0,npxg_xg_assist
3,progressive_carries
5,progressive_passes
0,progressive_passes_received
0.41,goals_per90
0.00,assists_per90
0.41,goals_assists_per90
0.41,goals_pens_per90
0.41,goals_assists_pens_per90
0.37,xg_per90
0.05,xg_assist_per90
0.41,xg_xg_assist_per90
0.37,npxg_per90
0.41,npxg_xg_assist_per90
"<a href=""/en/players/2886c9b5/matchlogs/2023-2024/summary/Shandon-Baptiste-Match-Logs""Matches",matches
41,ranker
"<a href=""/en/players/3a24769f/Ross-Barkley""Ross Barkley",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
MF,position
"<a href=""/en/squads/e297cd13/Luton-Town-Stats""Luton Town",team
30-087,age
1993,birth_year
20,games
18,games_starts
"1,606",minutes
17.8,minutes_90s
3,goals
3,assists
6,goals_assists
3,goals_pens
0,pens_made
0,pens_att
4,cards_yellow
0,cards_red
2.8,xg
2.8,npxg
3.4,xg_assist
6.2,npxg_xg_assist
31,progressive_carries
106,progressive_passes
21,progressive_passes_received
0.17,goals_per90
0.17,assists_per90
0.34,goals_assists_per90
0.17,goals_pens_per90
0.34,goals_assists_pens_per90
0.16,xg_per90
0.19,xg_assist_per90
0.35,xg_xg_assist_per90
0.16,npxg_per90
0.35,npxg_xg_assist_per90
"<a href=""/en/players/3a24769f/matchlogs/2023-2024/summary/Ross-Barkley-Match-Logs""Matches",matches
42,ranker
"<a href=""/en/players/3ea50f67/Harvey-Barnes""Harvey Barnes",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
FW,position
"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",team
26-083,age
1997,birth_year
10,games
3,games_starts
339,minutes
3.8,minutes_90s
2,goals
1,assists
3,goals_assists
2,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
1.1,xg
1.1,npxg
0.9,xg_assist
2.0,npxg_xg_assist
24,progressive_carries
13,progressive_passes
34,progressive_passes_received
0.53,goals_per90
0.27,assists_per90
0.80,goals_assists_per90
0.53,goals_pens_per90
0.80,goals_assists_pens_per90
0.30,xg_per90
0.23,xg_assist_per90
0.53,xg_xg_assist_per90
0.30,npxg_per90
0.53,npxg_xg_assist_per90
"<a href=""/en/players/3ea50f67/matchlogs/2023-2024/summary/Harvey-Barnes-Match-Logs""Matches",matches
43,ranker
"<a href=""/en/players/1aa84968/Chris-Basham""Chris Basham",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
"DF,MF",position
"<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",team
35-225,age
1988,birth_year
8,games
3,games_starts
321,minutes
3.6,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.1,xg
0.1,npxg
0.3,xg_assist
0.4,npxg_xg_assist
1,progressive_carries
7,progressive_passes
6,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.04,xg_per90
0.07,xg_assist_per90
0.10,xg_xg_assist_per90
0.04,npxg_per90
0.10,npxg_xg_assist_per90
"<a href=""/en/players/1aa84968/matchlogs/2023-2024/summary/Chris-Basham-Match-Logs""Matches",matches
44,ranker
"<a href=""/en/players/a36524bf/Calvin-Bassey""Calvin Bassey",player
"<a href=""/en/country/NGA/Nigeria-Football""<span style=""white-space: nowrap""<span class=""f-i f-ng"" style=""""ng",nationality
DF,position
"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",team
24-061,age
1999,birth_year
17,games
13,games_starts
"1,223",minutes
13.6,minutes_90s
1,goals
0,assists
1,goals_assists
1,goals_pens
0,pens_made
0,pens_att
4,cards_yellow
1,cards_red
0.2,xg
0.2,npxg
0.0,xg_assist
0.2,npxg_xg_assist
7,progressive_carries
33,progressive_passes
4,progressive_passes_received
0.07,goals_per90
0.00,assists_per90
0.07,goals_assists_per90
0.07,goals_pens_per90
0.07,goals_assists_pens_per90
0.02,xg_per90
0.00,xg_assist_per90
0.02,xg_xg_assist_per90
0.02,npxg_per90
0.02,npxg_xg_assist_per90
"<a href=""/en/players/a36524bf/matchlogs/2023-2024/summary/Calvin-Bassey-Match-Logs""Matches",matches
45,ranker
"<a href=""/en/players/a011a1e9/Owen-Beck""Owen Beck",player
"<a href=""/en/country/WAL/Wales-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-wls"" style=""""wls",nationality
DF,position
"<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",team
21-205,age
2002,birth_year
1,games
0,games_starts
8,minutes
0.1,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
0,progressive_carries
0,progressive_passes
1,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/a011a1e9/matchlogs/2023-2024/summary/Owen-Beck-Match-Logs""Matches",matches
46,ranker
"<a href=""/en/players/50dc94ce/Donny-van-de-Beek""Donny van de Beek",player
"<a href=""/en/country/NED/Netherlands-Football""<span style=""white-space: nowrap""<span class=""f-i f-nl"" style=""""nl",nationality
DF,position
"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",team
26-318,age
1997,birth_year
1,games
0,games_starts
3,minutes
0.0,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.1,xg_assist
0.2,npxg_xg_assist
0,progressive_carries
0,progressive_passes
1,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
1.09,xg_per90
4.44,xg_assist_per90
5.54,xg_xg_assist_per90
1.09,npxg_per90
5.54,npxg_xg_assist_per90
"<a href=""/en/players/50dc94ce/matchlogs/2023-2024/summary/Donny-van-de-Beek-Match-Logs""Matches",matches
47,ranker
"<a href=""/en/players/399e9474/Amarii-Bell""Amari'i Bell",player
"<a href=""/en/country/JAM/Jamaica-Football""<span style=""white-space: nowrap""<span class=""f-i f-jm"" style=""""jm",nationality
DF,position
"<a href=""/en/squads/e297cd13/Luton-Town-Stats""Luton Town",team
29-301,age
1994,birth_year
20,games
20,games_starts
"1,715",minutes
19.1,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.3,xg
0.3,npxg
0.5,xg_assist
0.7,npxg_xg_assist
32,progressive_carries
76,progressive_passes
10,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.01,xg_per90
0.02,xg_assist_per90
0.04,xg_xg_assist_per90
0.01,npxg_per90
0.04,npxg_xg_assist_per90
"<a href=""/en/players/399e9474/matchlogs/2023-2024/summary/Amarii-Bell-Match-Logs""Matches",matches
48,ranker
"<a href=""/en/players/10f0fdd3/Jean-Ricner-Bellegarde""Jean-Ricner Bellegarde",player
"<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr",nationality
"MF,FW",position
"<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",team
25-248,age
1998,birth_year
17,games
7,games_starts
716,minutes
8.0,minutes_90s
2,goals
1,assists
3,goals_assists
2,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
1,cards_red
1.2,xg
1.2,npxg
0.6,xg_assist
1.8,npxg_xg_assist
25,progressive_carries
33,progressive_passes
38,progressive_passes_received
0.25,goals_per90
0.13,assists_per90
0.38,goals_assists_per90
0.25,goals_pens_per90
0.38,goals_assists_pens_per90
0.15,xg_per90
0.07,xg_assist_per90
0.22,xg_xg_assist_per90
0.15,npxg_per90
0.22,npxg_xg_assist_per90
"<a href=""/en/players/10f0fdd3/matchlogs/2023-2024/summary/Jean-Ricner-Bellegarde-Match-Logs""Matches",matches
49,ranker
"<a href=""/en/players/9ade9ce1/Anis-Ben-Slimane""Anis Ben Slimane",player
"<a href=""/en/country/TUN/Tunisia-Football""<span style=""white-space: nowrap""<span class=""f-i f-tn"" style=""""tn",nationality
MF,position
"<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",team
